text,created_at
@ArletteSaenz I saw WNN report No. 1.  Nice little over view of the Battle for Control of Congress,2016-11-08 14:04:22
Truthfully the president doesn't matter as much as congress. Checks and balances ppl. Please go out and vote !,2016-11-08 14:04:26
Control of Congress up for Grabs Amid Competitive Races https://t.co/8AFySl4O9E #Algeria #الجزائر https://t.co/7Eo1j55Yyp,2016-11-08 14:04:29
"Control of #Congress Up for Grabs Tuesday: https://t.co/0eY5arqqvs, https://t.co/UfgGbvFcEG https://t.co/Tpd8SkrFlL",2016-11-08 14:04:31
"Get ready for #ICD2017 ;) Get ready for this WOWnderful #Argentina! 
#Patagonia #Dermatology #Congress #Travel https://t.co/L1ML607Rmi",2016-11-08 14:04:32
Check out ELECT EDWARD GOLDSTEIN FOR CONGRESS POLITICAL BUTTON  https://t.co/Y6OJbMsnKX via @eBay,2016-11-08 14:04:44
#Congress મોદી સરકારનો જે કોઈ વિરોધ કરે છે એની પર રાજદ્રોહનો આરોપ મૂકવામાં આવે છેઃ કપિલ સિબ્બલ (કોંગ્રેસ)… https://t.co/KGNr1tFnj6,2016-11-08 14:04:45
Lulu Bhai was the real hero but he was neglected in the Congress party.,2016-11-08 14:04:46
@SimchaFisher Congress sent Obama a reconciliation bill this yr that defunds Planned Parenthood. Clearly you are unaware.,2016-11-08 14:04:46
@_tomross @Stevenwhirsch99 @wikileaks We only need to get one or two media. It's members of the #GOP in congress that will be targeted.,2016-11-08 14:04:47
The president is nothing more than just a figurehead get those old bastards out of congress first https://t.co/15DbWpUEif,2016-11-08 14:04:49
@azds @LaVozaz @TelemundoAZ @Univision @BoricuaTimes @latina @CNNEE Don't forget downballot candidates Give HRC a C… https://t.co/Ijgg34j3N2,2016-11-08 14:04:50
"And this is why Trump can't win. Ppl act like Congress don't exist. the Pres doesn't have absolute power, but PERCE… https://t.co/LZTVYhRNow",2016-11-08 14:04:53
Regulatory Negligence #congress Protects Trillion $ Industry Over the Lives &amp; Safety of People  Redress 510k… https://t.co/Nvi7k3x3SE,2016-11-08 14:04:53
"@ronalddiebel FDR did win a 4th term. Term limits are, maybe, backwards. Congress should be https://t.co/MjQhEQknk9 with no lobbyist option.",2016-11-08 14:04:53
"It isn't just about voting 4 Prez. Vote out narrow-minded, ignorant Congress/Senate who R against basic human rights for ALL. #myvote2016",2016-11-08 14:04:54
Scary times https://t.co/PhB3cw5Nf2,2016-11-08 14:04:55
@kelleebee13 I did that with my State Rep who is literally the worst person in the Texas Congress. Unopposed but didn't vote.,2016-11-08 14:04:58
@KorVet MEDIA KEEPS DRONING MESSAGES INTENDED TO MISLEAD CITIZENS...WORK TOGETHER BS LYING LEFT WING IDIOTS. https://t.co/mJo3HnjrHT,2016-11-08 14:04:59
"PLZ SIGN #PETITION! #US #Congress STOP #HillaryClinton #OBAMA #CivilizationJihad of #America! #FBI #GrandJury NOW!
https://t.co/1l1wvfTtQA",2016-11-08 14:05:00
"Go vote! You may despise prez candidates &amp; have a busy schedule, but your vote matters! Senate &amp; Congress matter as much as prez #vote",2016-11-08 14:05:00
"Will he, won't he? Congress sets stage for 'reluctant' Rahul Gandhi to take charge as party president… https://t.co/MUQcs9G9WF",2016-11-08 14:05:01
"A president can't make a whole congress implement racist laws. That's not a real fear. As commander and chief, Hill… https://t.co/yQLPOZserH",2016-11-08 14:05:06
HORRIFIC NEW revelations that Clinton Foundation gave $549MM in pay-to-play grants that neutered congress in 2008… https://t.co/9x6nNz8MlH,2016-11-08 14:05:06
CNNMoney: Viewers guide: Who will control the Senate? https://t.co/AVrr40heCX Via CNNPolitics #ElectionDay,2016-11-08 14:05:11
.@JDRFAdvocacy helps build &amp; sustain critical T1D support by raising awareness among Members of Congress.Learn more: https://t.co/QFlkqMQx4Q,2016-11-08 14:05:11
"Why the wait for Rahul Gandhi will see the end of Congress...
Read More: https://t.co/LESO31ZAjH https://t.co/jjbqLfRgKU",2016-11-08 14:05:12
We are with @realDonaldTrump https://t.co/o9JwFOb5vW,2016-11-08 14:05:12
This Friday is #VeteransDay! So glad Congress passed the bill helping injured vets start their family. #IVF4VETS… https://t.co/GSK7zlWSnp,2016-11-08 14:05:12
Heading to CIDESD2016 congress: exploring the effects of pitch area-restrictions in soccer large-sided games:… https://t.co/NkwOYER12O,2016-11-08 14:05:13
"As voters head to the polls, one outcome is already a near-certainty: A more dysfunctional Congress… https://t.co/QcEtaFlmKX",2016-11-08 14:05:15
@Marreck13 @HouseGOP @realDonaldTrump me too. We need to rereg as independents. Never DT Congress has done nothing to make my life better,2016-11-08 14:05:22
Vote CHASE IRON EYES for US CONGRESS #YourVoteMatters2016,2016-11-08 14:05:23
@PutinRF_Eng Use a Samurai The whole Congress gets on its knees,2016-11-08 14:05:25
@ChrisCuomo @premz guess who was first woman elected to Congress? Guess when? #History doesn't last as long as death. #Peace not #War,2016-11-08 14:05:26
Mumbai pradesh youth congress under the leader ship of Ganesh kumar organised a protest against Modi govt for Faste… https://t.co/eXl5VusnZG,2016-11-08 14:05:26
"Saw the news of Congress Working Committee asking for @OfficeOfRG being made the President.
Hilarious show of uncontrolled support for Pappu",2016-11-08 14:05:33
Congress Investigates Justice Thomas' Smithsonian Exclusion https://t.co/tNIQRL59bD,2016-11-08 14:05:34
Congress Investigates Justice Thomas' Smithsonian Exclusion https://t.co/IH2bSOTnnh,2016-11-08 14:05:34
"@dila_talk 

⬛️ Duterte ravages the body politic. Congress pollutes our minds. And now, our highest court has stain… https://t.co/gaiNdUHIPI",2016-11-08 14:05:34
If we as a community knew that our vote only elects OUR state's senates (which make up congress) and Our district council men/women,2016-11-08 14:05:38
RT GunOwners: Gun owners must ensure a pro-gun majority in Congress. That’s why GOA has released a Congressional Voter Guide:… …,2016-11-08 14:05:40
"RT gsurya: Long long ago, swamy39 fondly named us CRTs : Congress Revolutionary Tweeples https://t.co/hFujmIodRG",2016-11-08 14:05:40
🎯🎯🎯🎯 https://t.co/fyAfBdHjHn,2016-11-08 14:05:41
"Retweeted CNNMoney (@CNNMoney):

Viewers guide: Who will control the Senate? https://t.co/WxWylGYEsI Via... https://t.co/ZqIKNtfhQI",2016-11-08 14:05:42
Take advantage of county/local &amp; state elections! Don't forget that congress has much of the power.,2016-11-08 14:05:42
VOTE FOR CONGRESS,2016-11-08 14:05:42
Venezuela’s Military Backs Maduro in Dispute With Congress - Bloomberg https://t.co/bPCfJrvpfa,2016-11-08 14:05:42
"Where Ya Gonna Go For #Election Results?  Lots of Choices, Here Is a Fresh One | #Google #US #president #congress
https://t.co/RVpsmRF7tn",2016-11-08 14:05:45
#ElectionDay collections spotlight: 1837 Whig Party election ticket lists RI candidates for Congress.… https://t.co/dCu6XS9s4I,2016-11-08 14:05:46
Congress: Protect pet owners in their time of need https://t.co/Bj5NKi9oRs via @Change,2016-11-08 14:05:47
Y'all focus on the president and I'm focused on the congress,2016-11-08 14:05:49
HORRENDOUS revelations that Clinton Foundation gave $549MM in pay-to-play grants that neutered congress in 2008… https://t.co/ko9DW6ELUj,2016-11-08 14:05:50
https://t.co/k0SF9hH3mW : 21f40578-ea5f-42aa-8a00-042ae2841ced,2016-11-08 14:05:52
"Prayers out for WISDOM.....t's about a strong collaboration, aligned thinking and acting with the CONGRESS too https://t.co/VvIoUOtsI8",2016-11-08 14:05:52
RT GunOwners: Gun owners must ensure a pro-gun majority in Congress. That’s why GOA has released a Congressional Voter Guide:… …,2016-11-08 14:05:54
I read that abt 40% of gun owners won't even vote. That tells me they don't care abt t 2ndA or they r 2 stupid 2 kn… https://t.co/gb8AfaZ9Vx,2016-11-08 14:05:54
Control of Congress up for grabs Tuesday https://t.co/MJMQ6Nrxo3,2016-11-08 14:05:55
@PollySpin That can't happen until all the lifers are cleared out of congress,2016-11-08 14:05:56
"@youmajamilaNANA Not sure why you are calling Congress ""functional"" but I can guarantee you it's anything but that lol",2016-11-08 14:05:57
"If only there were long lines in the midterms, we wouldn't be facing the mess in Congress we have now. Voter apathy sucks. @goddamnedfrank",2016-11-08 14:05:57
@AFLCIO ReTweet https://t.co/dsHCjNztA5 VOTE BLUE up &amp; down ballot-pink slips to obstructionist do nothing congress BLUE for us.,2016-11-08 14:06:03
"And it’s not just the presidential race, but Congress, state, local elections too. They all matter &amp; they all need your voice.

Speak. Vote.",2016-11-08 14:06:04
"1/Due to it being 99.99% Democratic and having no representation or vote in Congress, voting in Wash, DC doesn't really count. And yet...",2016-11-08 14:06:06
Should the US be worried about the thriving Turkey-Russia alliance? https://t.co/tfTVSQlkSk,2016-11-08 14:06:07
#Election2016 trivia: 100 years ago today the first woman was elected to Congress. https://t.co/fYprNDeEfz,2016-11-08 14:06:10
"Viewers guide: Who will control the Senate? https://t.co/BQpgtJ16hd Via @CNNPolitics #ElectionDay
For more... https://t.co/Ji3HWSgjh3",2016-11-08 14:06:12
"BREAKING: Congress Bypasses FBI, Moves To Charge Hillary With Federal Crime • USA Newsflash https://t.co/O3aBlyT9jU",2016-11-08 14:06:12
@sarkar_swati @tufailelif congress has been masters of media management and even today their stooge run the majority of media propaganda,2016-11-08 14:06:15
If you don't want to vote for either party then vote for the Green Party or whatever &amp; Congress. You have options!! #PresidentialElection,2016-11-08 14:06:15
@SNetibutr I'd love it if we managed to get any blue wins here. but I think we'll remain completely red from pres to congress,2016-11-08 14:06:16
"@vivatregina 

⬛️ Duterte ravages the body politic. Congress pollutes our minds. And now, our highest court has sta… https://t.co/Zbke1GD2Ys",2016-11-08 14:06:26
YEEAH!! &amp; NEW revelations that Clinton Foundation gave $549MM in pay-to-play grants that neutered congress in 2008… https://t.co/hUCijOTY24,2016-11-08 14:06:27
"प्रचार में भाजपा निकली आगे, कांग्रेस अंर्तकल: से नही हो पा रहा है news in hindi https://t.co/1B43FEtKrz",2016-11-08 14:06:34
I'M LOOKING FORWARD TO CONGRESS DECLARING EVAN MCMULLIN PRESIDENT OF THE UNITED STATES! BIGLY! https://t.co/MV4ZTjW7EC,2016-11-08 14:06:37
Hello @priyankac19 kindly see this https://t.co/JahqP0N2hS Lust of abuses/expletives used by ur congress leaders.,2016-11-08 14:06:38
"And Wyoming! Could surpass Alaska and North Dakota in a few years, too. https://t.co/fR7A8A6s88",2016-11-08 14:06:39
Idc bout these politics enough to get bitched at. Y'all votes don't matter whoever the congress they going to get.,2016-11-08 14:06:44
MT @cindyforliberty: Congress need to be reminded they're accountable to the people!  TermLimits #COSProject #PJNET https://t.co/TTGooVVmJN,2016-11-08 14:06:45
THINK ABOUT IT!  THE GOP HAS GOTTEN PAID WELL while THE REST OF THE COUNTRY SUFFERS WITH NO JOBS since they REJECTE… https://t.co/4l3HENCG4r,2016-11-08 14:06:46
"#GagaOverRaGa only shows the intllctual bankruptcy of Congress, serious for the nation, the main opposition is dependent on clueless leader",2016-11-08 14:06:47
"NC Voters, please vote @PatMcCroryNC OUTTTTTTTT https://t.co/1b6S0kahlK",2016-11-08 14:06:49
"@JonEHecht the population doesn't vote for legislation, they're well funded middlemen in congress do thus the problem.",2016-11-08 14:06:55
This is how you'll know #California #Democrats had a good election night https://t.co/dPFxQpJj1p #capolitics #politics #congress #elections,2016-11-08 14:06:58
"@INCIndia @JhaSanjay deshtodne ka kaam to Congress ne kiya Hai Pakistan bnake, jiski saja hum aajtak bhugat rahe hai.",2016-11-08 14:06:59
@mjb1994 @MoneyMig MIKE! We covered this already! https://t.co/W4DJ37aheB,2016-11-08 14:07:00
...keep saying how much they don't like either presidential candidateas if they're sounding informed. But there's a whole congress to elect,2016-11-08 14:07:07
"RT WithCongress ""RT maqbool_sm: Congress slams Rajnath Singh for ‘maa ka doodh’ remark at UP rally.
#BesharamNinda… https://t.co/SX5GVTMejk""",2016-11-08 14:07:07
"@TronKnotts She is by Congress, and the Foundation is as well",2016-11-08 14:07:11
#Election2016 #ElectionDay #Go Vote Today #Today is the Day https://t.co/7TuMnoMVxx,2016-11-08 14:07:11
"I'd Dump the Israelis Tomorrow --Ex-CIA Michael Scheuer Tells Congress 
https://t.co/WUwCdbbdcz",2016-11-08 14:07:11
Congress will ruin your presidency ok. Just not passing none of your laws cause they hate you and won't let it go t vote,2016-11-08 14:07:17
https://t.co/k0SF9hH3mW : ee1a0974-e1af-4105-80f3-ca32e16ffdf0,2016-11-08 14:07:19
When the matchmaker tries to become the groom. https://t.co/ISmWpqvJPY,2016-11-08 14:07:22
"HA!! ""Scarcity COMES from isolation"" Autocorrect must've been tweaked for Election Day! :) https://t.co/GrUVBtXvga",2016-11-08 14:07:24
Tips and Tricks via #MoState https://t.co/JUnMMWUZD0,2016-11-08 14:07:26
how do you show 101% total? i know it is a round off problem but still..... https://t.co/uU1nRZ5Rgc,2016-11-08 14:07:28
😂 Excellent move !!! https://t.co/x88IWXbqFV,2016-11-08 14:07:32
You guys really think voting makes a difference cmon now it's all rigged in this system. Congress pass laws not presidents.Smh on these kids,2016-11-08 14:07:33
On The Come Up: Yale Graduate &amp; Ex Stripper Running For Congress! [Video] https://t.co/LcT6z3Wp8Y… https://t.co/xe0IJM14NK,2016-11-08 14:07:39
"@Zxrdes Besides, Congress wouldn't allow Bernie to do his thing, or Trump to build a wall, etc",2016-11-08 14:07:39
YES! &amp; SEE NEW revelations that Clinton Foundation gave $549MM in pay-to-play grants that neutered congress in 2008… https://t.co/sHX1lX6jN9,2016-11-08 14:07:43
"In which @bainjal explains why the iPhone didn't quite work, when hooked up to a rotary telephone exchange. https://t.co/OJX25NFZVg",2016-11-08 14:07:43
on https://t.co/JoiVYyfsEa On The Come Up: Yale Graduate &amp; Ex Stripper Running For Congress! [Video] .… https://t.co/YfmH5GBHaF,2016-11-08 14:07:47
u who..! @hillaryclinton you are not #trending on @twitter but are doing a #crackerjack job in the halls of #Congress and in file 13 at @fbi,2016-11-08 14:07:48
Pff. Congress-Tickets? First world problems! https://t.co/0cJSTpok90 https://t.co/sSGjXCPab8 #33C3,2016-11-08 14:07:50
Can y'all please wake up https://t.co/Sg6PQLGX62,2016-11-08 14:07:54
@HuffPostPol Once again the Do Nothing Congress Having a Tempers Tantrum  if they don't get their way!,2016-11-08 14:08:01
The Clintons corruption is inconceivable https://t.co/MVYC05wfkp,2016-11-08 14:08:03
"@dcpatterson Are you ""fired up"" ""ready to go?"" Let's elect HRC and take Congress so she can govern.",2016-11-08 14:08:12
"RT WithCongress ""RT maqbool_sm: Congress slams Rajnath Singh for ‘maa ka doodh’ remark at UP rally.
#BesharamNinda… https://t.co/eqexyYwSl2""",2016-11-08 14:08:18
What's at stake for Congress in the US election? | US news | watch out for Zephyr Teachout https://t.co/3UK1tjHgrl,2016-11-08 14:08:19
MT @MaryEllen437COS: Makes no sense to let Corrupt Policticians stay this long in Congress. #TermLimits #COSProject https://t.co/SjZTwFobwn,2016-11-08 14:08:23
"@adamjohnsonNYC They vote for a Congress that receives zero negative consequences for not moving to the left. In a Republic, it's the same.",2016-11-08 14:08:24
My best hope for today. Not one gets enough electoral votes and this goes to congress 😂,2016-11-08 14:08:29
"MT @USTermLimits: We the People want #TermLimits! We  will get them, with or without Congress! #COSProject #PJNET https://t.co/NWQZVR8VWg",2016-11-08 14:08:33
"@theronster Yes, but Trump, if he won, would have a supportive Congress.",2016-11-08 14:08:37
"Seriously...you don't have to like the man, but how do you exclude him from this museum? https://t.co/Ov7WSyA0Mm",2016-11-08 14:08:42
Viewers guide: Who will control the Senate? https://t.co/e3REeIN6P7 Via CNNPolitics #ElectionDay #BSAFunds #MerchantCashAdvance #BlueStrea…,2016-11-08 14:08:46
Because the dominant religion in the USA is misogynistic af &amp; it turns out that affects everything. https://t.co/yaFADRaJnk,2016-11-08 14:08:51
"Reminded as I'm in line to vote, I'm one of 670,000 U.S. citizens without representation in Congress. Statehood now… https://t.co/EDBiijMMxA",2016-11-08 14:08:54
"VOTE YES, to measure 5!  https://t.co/ygcCwT05sV",2016-11-08 14:08:59
Ya'll forget that the president doesn't make the rules. Congress does so if they don't pass shit then what good is your president ? Lol,2016-11-08 14:09:05
"I'd Dump the Israelis Tomorrow --Ex-CIA Michael Scheuer Tells Congress 
https://t.co/esD5qYemkI",2016-11-08 14:09:07
Ok. So the election's almost over. BUT NOW WE HAVE TO DEAL WITH SHITTY CONGRESS ADS,2016-11-08 14:09:08
100 years ago yesterday the 1st woman was elected to Congress. The White House is overdue. #ImWithHer #Election2016 #ElectionDay #NeverTrump,2016-11-08 14:09:09
There are other Gems from @bainjal Every one can see where she write this report. May be in Khan Market? https://t.co/G0uQMeWVbu,2016-11-08 14:09:14
"I encourage everyone to cast a vote for Evan McMullin for President, Don Bacon for Congress, and vote Repeal to keep the Death Penalty",2016-11-08 14:09:15
Democrats temper U.S. Congress ambitions on brink of election https://t.co/KYV90twuNN,2016-11-08 14:09:17
"Not only is this presidential election.. it's judges, governors, senate... we are affected by all of this... but u… https://t.co/GqVQn8v2Ib",2016-11-08 14:09:17
Wish I could vote for @ZephyrTeachout! https://t.co/b6JUb4ZmM6,2016-11-08 14:09:28
"Comparison of 2 IFs commercialization approach in their respective congress/convention. One embraces 21st century,… https://t.co/uDlFbxJTo9",2016-11-08 14:09:29
"@KingBroly Congress is investigating her? Also, I think of the foundation and Clinton as separate entities.",2016-11-08 14:09:30
Congress talking of democracy and fundamental rights is like the devil quoting... https://t.co/cNYWEothfn by #BJP4India via @c0nvey,2016-11-08 14:09:32
@momblogger @blogwatchdotph @sinagtalapinay @philippinebeat Hindi naman Congress si PNoy :p,2016-11-08 14:09:37
@RepStevenSmith you are a true representation of what is wrong with the Congress and ineffective political discourse.,2016-11-08 14:09:38
If you need a raise you need to vote. Vote out those in Congress who  are against the rise in minimum wage. Period. https://t.co/mogGoSHeSZ,2016-11-08 14:09:38
"@adnanhobalah my issues with him on how he could have pursued domestic policy when they had majority in Congress, but these Republicans did",2016-11-08 14:09:40
@EdSimpsonNI I think broadly Congress is scared of him.,2016-11-08 14:09:44
"Hillary Clinton will win, but don’t celebrate: GOP control of Congress is baked in for years to come https://t.co/DOsiKQar5n via @Salon",2016-11-08 14:09:44
#brazilian free porn video congress sex scandals https://t.co/vT7hyaSqv0,2016-11-08 14:09:46
"VOTE FOR #DCSTATEHOOD IF YOU LIKE DEMOCRACY, HAVING VOTING DELEGATES IN CONGRESS, AND CONTROL OVER YOUR OWN BUDGET 🇺🇸@EleanorNorton",2016-11-08 14:09:46
"RT maqbool_sm: Congress slams Rajnath Singh for ‘maa ka doodh’ remark at UP rally.
#Beshar… https://t.co/bys4W6HFXD https://t.co/dWDROa6IlF",2016-11-08 14:09:46
"A Republican POTUS with a Republican Congress will mean the return of the 1950's for People of Color.

Even if... https://t.co/FsTQ1a9obq",2016-11-08 14:09:47
"Last chance to vote!!! please vote blue on all the ballots.
Make senate and congress blue again, so work can start again for the USA",2016-11-08 14:09:50
@jawillie That would be great. My concern has always been that people would elect Clinton then deliberately cripple her with a #GOP congress,2016-11-08 14:09:53
"When your econ prof blames the downgrade of the USA's credit rating on ""those nazis in Congress."" #thewellesleyeffect",2016-11-08 14:09:53
This is what Congress budgeted for passenger rail development. It may spend far less. Tell Congress less isn't more… https://t.co/xkXJleB9kW,2016-11-08 14:09:54
How to buy a seat in Congress: https://t.co/oSy8WqgaVM https://t.co/ccpWpg2p2h,2016-11-08 14:09:55
"@JonahNRO *If* this am's BusInsider map is right aside from Evan taking Utah, does it change ur mind 2 vote Trump, 4 congress Evan scenario?",2016-11-08 14:09:55
"#RockAndRollGangster at the polls. I should run for congress in the next election - our locals are turds
#ivoted… https://t.co/9KTZNMcTyB",2016-11-08 14:09:55
@HOT97 not enough attention being paid to Congress and Republicans that support trump or Sabotaged Obamas presidency,2016-11-08 14:09:58
"RT WithCongress RT maqbool_sm: Congress slams Rajnath Singh for ‘maa ka doodh’ remark at UP rally.
#BesharamNindaM… https://t.co/7si7Gb4cR5",2016-11-08 14:09:58
"@PhilipJLarge @DerekMYohe no, these Presidents ignore Congress subpoenas, wage wars without consent - They rule",2016-11-08 14:09:59
A Dem. majority in Congress is not just a chance for #immigrationreform but a chance to bring families together https://t.co/klS6W1m8DX,2016-11-08 14:10:01
This is another one from her. @bainjal https://t.co/kkusl3hkMh,2016-11-08 14:10:04
How to buy a seat in Congress: https://t.co/M7BVQLcjhn https://t.co/VDxiteW4KL,2016-11-08 14:10:05
Some people in congress are super delegates and can support any pres candidate they please regardless of your vote,2016-11-08 14:10:08
@Ontdog that all depends on the makeup of the senate and congress. Could be quite a bit. We need the House.,2016-11-08 14:10:09
"RT WithCongress RT shaikh_imran61: Congress slams Rajnath Singh for ‘maa ka doodh’ remark at UP rally.
#BesharamNi… https://t.co/zIyXjmtcR6",2016-11-08 14:10:09
😐 https://t.co/Cesy6Moeu2,2016-11-08 14:10:10
"My comments on the above article on the Shroud and Seventy, including Thaddeus  https://t.co/HpgOiSY1eo #lds #mormon #congress #GOPDebate",2016-11-08 14:10:13
Let's not act like having an extreme person like trump with an extreme cabinet like Giuliani and congress in his favor wouldn't be worse.,2016-11-08 14:10:18
@rylerhart congress would have to approve and they wont,2016-11-08 14:10:19
"@Thomas1774Paine I feel the same, but he needs a Republican Congress.
Until we can get parties figured out. Keep Congress Republican",2016-11-08 14:10:22
washdcnews: Control of Congress up for grabs Tuesday https://t.co/jzoHaPszC1,2016-11-08 14:10:22
"FISA warrants for servers connected to Russia,  well I would expect the FBI to have kept Congress informed... https://t.co/aDfTPJhgGG",2016-11-08 14:10:23
@FrankLuntz @nytimes President can't do that if voters and members of Congress continue to behave in the same way.,2016-11-08 14:10:23
"RT shaikh_imran61: Congress slams Rajnath Singh for ‘maa ka doodh’ remark at UP rally.
#Be… https://t.co/C5pJrVj7r7 https://t.co/zS9cvF2h0t",2016-11-08 14:10:25
"Get it, homestate!!! And PLEASE take care of our federal and state congress. So so so important. https://t.co/GYNqVPlPKH",2016-11-08 14:10:26
"Senators, Congress, judges etc. Not just the president",2016-11-08 14:10:26
"Y'all gotta remember it's just as important, if not more, which party gets control of congress.",2016-11-08 14:10:27
Facts smh https://t.co/OWRFwkTp6K,2016-11-08 14:10:30
#CuresNow! Adults w Rare Disease R often disabled Coping w tough medical needs as their own caregivers Congress pas… https://t.co/y8x3QH7Ll0,2016-11-08 14:10:33
I'm not debating history. I'm talking about the PRESENT. Your tweet implied that you had a better solution than vot… https://t.co/TLCl3GpHxm,2016-11-08 14:10:36
Why Congress Checked the President's Power to Send Troops to War 43 Years Ago https://t.co/4ZIK1Plhpr,2016-11-08 14:10:40
@TheFinalCall  international African congress that would involve think tanks with black people from all over the earth. That is possible,2016-11-08 14:10:43
.@FBI Director #Comey bowed to partisan pressure and released a vague &amp; inappropriate letter to Congress. FACTS. https://t.co/awaSe5Bd1c,2016-11-08 14:10:50
@PandaPete21 @JunkWaxTwins four years of more of the same. If republican congress can't find a way to work w/ dems then it's all for naught,2016-11-08 14:10:51
Yes https://t.co/ZkA8FBDN7o,2016-11-08 14:10:54
Why Congress May Be Cutting Ties With Poll Strategist Prashant Kishor via @swarajyamag https://t.co/0IFHkfOFqU,2016-11-08 14:10:55
"My mother told me that she wrote my name in for congress. I don't want to get too excited, but exit polls looking good! #Election2016",2016-11-08 14:10:58
"YALL REMEMBER THE PRESIDENT IS IMPORTANT, BUT CONGRESS CALLS THE SHOTS!! VOTE FOR WHO YOU THINK SHOULD BE IN CONGRESS",2016-11-08 14:11:06
.@FBI @ABC @CBSNews @NBCNews @NBCNightlyNews @DavidMuir @ScottPelley #StopTheBromance https://t.co/4BMUyUyQGT …,2016-11-08 14:11:07
How to buy a seat in Congress: https://t.co/QH4DQbxLSd https://t.co/6L0yJ3vMZH,2016-11-08 14:11:08
Congress Take Action f Nosey🐘 .@USDA https://t.co/nFMX05vJkL Nosey is undoubtedly suffering #HugoLiebel #savingnosey https://t.co/7jodrpk6LN,2016-11-08 14:11:08
European cardiovascular imaging congress brings advanced techniques to the bedside - https://t.co/hnPzLQDU0N https://t.co/7XFJPeizmj,2016-11-08 14:11:08
Congress threatening to dismantle @CMSinnovates #payforperformance programs - it figures they like #feeforservice https://t.co/E0TXnxPHAh,2016-11-08 14:11:11
Dear @bainjal maa'm a sincere advice to you. If you want to write inside story of Congress stop gossiping around in Khan Market.,2016-11-08 14:11:11
Vote for RICHARD REICHARD for Congress today STATEN ISLAND! https://t.co/fazXDzD4q7,2016-11-08 14:11:13
@aajtak isliye Congress koi vada nahi karti,2016-11-08 14:11:15
"Brilliant story by @bainjal. 

Best part - Mulayam to PK: Tu karta kya hai bhai? https://t.co/LPygE0ff60",2016-11-08 14:11:16
"@CBSNews the president is not king, It's time for Congress to step up - https://t.co/YVvCkqb8Jl",2016-11-08 14:11:18
"Hillary Clinton will win, but don’t celebrate: GOP control of Congress is baked in for years to come – Salon https://t.co/QI6P2q1znV #DC",2016-11-08 14:11:19
@daze_gaze for congress. the dem ran unopposed.,2016-11-08 14:11:20
@Mitalishah121 i want him to stay at helm in party affairs till CONGRESS DISAPPEARS,2016-11-08 14:11:23
And leave his 15yr old daughter in the room alone with Trump? Such a twit. https://t.co/nX8OZT8q6z,2016-11-08 14:11:24
"@NBCPolitics @MeetThePress, vote blue on all ballots,
Senate and congress! GOP Have not work for 8 yrs.
Lived on tax welfare!!!",2016-11-08 14:11:26
#Congress not given respect to #LuluMohapatra: #TaraPrasadBahinipati https://t.co/BxEgZklLPM via @sharethis,2016-11-08 14:11:27
Hillary can't have a productive presidency if her first two years is with a Republican congress!!!,2016-11-08 14:11:30
Democrats and higher education groups call on Congress to use Pell surplus to expand program https://t.co/2FEmZxXCWE,2016-11-08 14:11:31
Strange times! https://t.co/OPVicQ6Cv0,2016-11-08 14:11:31
@UAW @HillaryClinton https://t.co/dsHCjNztA5 VOTE BLUE up &amp; down ballot-pink slips to obstructionist do nothing congress BLUE for us.,2016-11-08 14:11:33
But lets be honest the president has minimal power anyway..the president is just a puppet for congress. We will have minimal changes.,2016-11-08 14:11:35
"Hillary Clinton will win, but don’t celebrate: GOP control of Congress is baked in for years to come – Salon https://t.co/QI6P2q1znV #news",2016-11-08 14:11:37
"don't forget to vote for senate and congress, along with local and state elections! they're also very important! #Election2016",2016-11-08 14:11:41
This needs to be fixed. @congressdotgov #Congress https://t.co/zRHrwWpPCF,2016-11-08 14:11:44
@LizMair @mattklewis Ppl feel burned by establishment &amp; it'll be worse if HRC wins. So prepare 4 the base 2push GOP Congress further right,2016-11-08 14:11:46
@strobist Thought so too until the day I voted early and came home to find out that FBI Dir Comey wrote that foolish letter to Congress,2016-11-08 14:11:48
"@timmathews In my year, legal folks never got in the way, except one time. I was noting simply lawyers played the role of Congress: laws",2016-11-08 14:11:47
Obama couldn't do much the past 8 years with a republican dominated Congress who agreed to always deny any of his proposals lol,2016-11-08 14:11:48
Me!😒 https://t.co/j5Vu1RC6Lk,2016-11-08 14:11:50
"@parkers_xpress I agree, but for now we needs a Republican congress to Help Trump, or Hinder Hillary",2016-11-08 14:11:52
"RT WithCongress ""RT shaikh_imran61: Congress slams Rajnath Singh for ‘maa ka doodh’ remark at UP rally.
#BesharamN… https://t.co/bSY1PF8D6l""",2016-11-08 14:11:53
Would love to see this guy trying to defend his reprehensible behavior of the past few months . https://t.co/QYwwSUGCUn,2016-11-08 14:11:53
Today a total of 469 seats in the U.S. congress are open as well. 34 Senate &amp; 435 house seats. Go Vote! #Election2016,2016-11-08 14:11:59
Democrats and higher education groups call on Congress to use Pell surplus to expand program https://t.co/xdrN1tbBNp,2016-11-08 14:11:59
Yiddish worldwide!  What we've been up to at the Congress for Jewish Culture https://t.co/ETDC8eAVt1 https://t.co/rMSQrYraoG,2016-11-08 14:12:04
Does the United State Congress Work For The People Or For The United States Inc. A Foreign Corporation? https://t.co/PuxV3vHaet,2016-11-08 14:12:05
